user_input,reference_contexts,query_style
"Oye, ¿se puede complementar la renta con un codeudor o con varios compradores?","['# ¿Puedo complementar renta con un codeudor?\n\nSe puede complementar renta con un codeudor o con 2 o mas compradores, todos los participantes deben cumplir con las políticas comerciales y de riesgo vigente en BancoEstado.\n']",Colloquial Chileno Natural
"Oye, ¿se puede sumar la renta de otra persona al crédito del depa? ¿Qué tengo que cumplir para que me lo acepten?","['# ¿Puedo complementar renta?\n\nSe puede complementar renta con un tercero, que puede ser un segundo comprador o codeudor del crédito, con o sin vinculo. Para ello debe cumplir con ciertas condiciones y requisitos de renta y endeudamiento y comportamiento en el sistema financiero, tanto de forma individual como conjunta.\n']",Colloquial Chileno Natural
¿Qué documentos tengo que presentar y qué pasos seguir para pedir un crédito hipotecario si mis ingresos provienen del extranjero?,"['# ¿Puedo solicitar un crédito hipotecario si tengo ingresos en el extranjero?\n\nUna persona con ingresos percibidos en el extranjero (chilenos en el exterior), puede solicitar un crédito hipotecario siempre que los ingresos declarados se encuentren visados ante el Consulado de Chile correspondiente al país de residencia del cliente. Deberá presentar certificado de ingresos percibidos en el extranjero (declaración de impuesto o similar) Si tiene boletas de honorarios de últimos 6 meses, o contrato de trabajo.\n']",Orientado a la Acción
"Si yo tengo un contrato a plazo fijo y llevo dos años en la empresa, ¿puedo solicitar un crédito hipotecario?",['# ¿Puedo solicitar un crédito hipotecario si tengo un contrato de plazo fijo?\n\nUn contrato a plazo fijo puede limitar el acceso al crédito y estará sujeto a evaluación especial. Se puede solicitar financiamiento siempre que acredite una antigüedad de 2 años.\n'],Caso Hipotético en Primera Persona
¿Acepta BancoEstado una tasación de otro banco para el crédito hipotecario?,"['# ¿Puedo usar una tasación de otro banco?\n\nBancoEstado al igual que otros bancos requiere realizar su propia tasación, ya que cada entidad tiene criterios específicos de valoración. Por lo anterior no será valida una tasación de otra entidad para llevar a cabo el proceso de venta de un crédito hipotecario.\n']",Duda Directa sobre Restricciones
¿Cuánto tiempo tiene que tener mi libreta de ahorro para la vivienda antes de postular al subsidio del MINVU?,['# ¿Qué antigüedad debe tener la libreta de ahorro para la vivienda?\n\nLa cuenta de ahorro para la vivienda debe tener una antigüedad mínima de 12 meses al momento de postular a un subsidio habitacional del MINVU. La antigüedad se cuenta a partir del primer día hábil del mes siguiente a la apertura de la cuenta.\n'],Duda Directa sobre Restricciones
¿Qué documentos tengo que presentar para acreditar mi renta si quiero solicitar un crédito?,"['# ¿Qué documentos necesito para acreditar renta?\n\nSi eres trabajador dependiente y tienes renta fija, debes presentar tus 3 últimas liquidaciones de sueldo. Si tienes renta variable las 6 últimas liquidaciones de sueldo, junto con un certificado de cotizaciones previsionales de los últimos 12 meses emitido por la AFP o copia de las planillas del INP, cuando corresponda.\n\nSi eres trabajador Independiente, debes presentar la Iniciación de actividades y boletas de honorarios de los últimos 6 meses junto con las 2 ultimas declaraciones de impuestos anual a la renta o global complementario.\n\nSi eres Jubilado o Pensionado, debes presentar la última liquidación de jubilación o pensión.\n\nSi eres Rentista, debes presentar contratos de arriendo notariados de las propiedades, con antigüedad mínima de 1 año, certificados de dominio vigente de las propiedades y los comprobantes de transferencia electrónica o cartola de cuenta bancaria, con el monto del arriendo últimos 6 meses.\n\nSi eres Socio de Empresa o persona natural con giro comercial, debes presentar de los últimos 2 años:\n\nDeclaraciones de Impuestos Anual a la Renta Personal.\n\nBalances Tributarios y Declaración de Impuesto a la Renta de las sociedades\n\nDeclaración Mensual de IVA o PPM de las empresas en que participa, de los últimos 12 meses\n\nEscritura,\n\nExtracto de la Publicación en el Diario Oficial y Vigencia de la Sociedad.\n']",Principiante / Educativo
¿Qué estado civil tengo que tener para postular a un subsidio habitacional?,"['# ¿Qué estado civil debo tener para postular a un subsidio habitacional?\n\nNo se exige un determinado estado civil, dependerá del subsidio al que se desee postular. Hay algunos subsidios individuales y otros familiares. Se recomienda verificar los requisitos específicos del subsidio al que se desea postular, ya que pueden variar.\n']",Principiante / Educativo
¿Qué requisitos tengo que cumplir para que me complementen la renta al solicitar un crédito?,['# ¿Qué requisitos debo cumplir para complementar renta?\n\nDebes acreditar ingresos formales y cumplir con las políticas comerciales y de riesgo del banco. Tener buen comportamiento en el sistema financiero. Puede tener o no vínculo familiar con el deudor principal.\n'],Principiante / Educativo
¿Cuánto tiempo es válida una tasación en BancoEstado?,['# ¿Qué vigencia tienen una tasación?\n\nBancoEstado considera que una tasación se encuentra vigente hasta un año de antigüedad. Si sobrepasa este plazo se debe retasar o actualizar la tasación.\n'],Duda Directa sobre Restricciones
"Si quiero pedir una simulación de crédito, ¿qué es la tasación y qué tipo de valor me entregan?","['# ¿ Qué es una tasación?\n\nAl momento de solicitar la simulación de tu crédito te podremos entregar un valor estimado de la tasación, junto con otros gastos operacionales asociados.\n']",Caso Hipotético en Primera Persona
¿Qué documentos tengo que presentar para acreditar mis ingresos al solicitar un refinanciamiento hipotecario si soy trabajador dependiente?,"['# Acreditación de ingresos Refinanciamiento Hipotecario\n\nSi eres trabajador Dependiente:\n\nCertificado que indique antigüedad, renta mensual y tipo de contrato que posees (debe ser contrato indefinido). El documento debe estar firmado y timbrado por el empleador.\n\nSi tienes renta fija, 3 últimas Liquidaciones de Sueldo.\n\nSi tienes renta variable, 6 últimas Liquidaciones de Sueldo.\n\nCertificado de cotizaciones previsionales de los últimos 12 meses emitido por la AFP o fotocopias de las planillas del INP, cuando corresponda.\n\nSi eres trabajador Independiente:\n\nFormulario de Iniciación de Actividades.\n\nBoletas de Honorarios correspondientes a los últimos 6 meses.\n\nÚltimas 2 Declaraciones de Impuestos Anual a la Renta o Global Complementario.\n\nSi eres Jubilado o Pensionado:\n\nÚltima Liquidación de Jubilación o Pensión.\n\nSi eres Rentista:\n\nContrato de arriendo de bienes raíces suscrito a tu nombre, debidamente notariado con antigüedad mínima de 1 año o con un anexo de contrato notariado, que acredite la vigencia del arriendo (en caso de estar suscrito por un tercero, debe indicar que se arrienda en representación de su dueño).\n\nCertificado de Dominio Vigente de las propiedades sujetas a contrato de arriendo o usufructo debidamente acreditado (si la propiedad arrendada se encuentra en garantía a favor de BancoEstado, se podrá validar internamente, sin exigir este certificado).\n\nComprobante de transferencia electrónica o cartola de cuenta bancaria, con el monto del arriendo últimos 6 meses (El pago del arriendo debe ser mensual).\n\nSi eres Socio de una Empresa o persona natural con o sin giro comercial:\n\nDeclaración de Impuestos Anual a la Renta Personal de los 2 últimos años.\n\nBalances Tributarios y Declaración de Impuesto a la Renta de las sociedades en que ha participado durante los 2 últimos años.\n\nDeclaración Mensual de IVA o PPM de las empresas en que participa, de los últimos 12 meses.\n\nEscritura, Extracto de la Publicación en el Diario Oficial y Vigencia de la Sociedad.\n']",Orientado a la Acción
"Oye, estoy pensando en refinanciar mi crédito hipotecario, ¿qué opciones tengo con tasa fija, cuál es el monto mínimo que tengo que pedir y puedo elegir no pagar uno o dos dividendos o agarrar un período de gracia?","['# Beneficio del Refinanciamiento Hipotecario\n\nObtén las mejores condiciones de financiamiento con Tasa Fija durante todo el período del Crédito. Puedes refinanciar tu Crédito Hipotecario, con un monto mínimo a solicitar de UF 350.\n\nOpción de no pagar 1 o 2 dividendos\n\nno consecutivos anuales, definidos al solicitar el Crédito.\n\nElige 1 a 6 meses de período de gracia para el pago\n\nPuedes elegir los meses de gracia (a excepción de Mutuo Tasa Mixta)\n\nElige en cuántos años pagar tu Crédito\n\n8, 12, 15 20, 25 ó 30 años en caso de Créditos en UF\n']",Colloquial Chileno Natural
¿Cuándo es conveniente solicitar un refinanciamiento hipotecario?,"['# Cuándo solicitar un Refinanciamiento Hipotecario\n\nSi quieres mejorar las condiciones de tu actual Crédito Hipotecario de Vivienda o Fines Generales, ya sea para optar a una mejor tasa, modificar el plazo, disminuir el monto del dividendo o portar tu crédito hipotecario desde otras instituciones financieras.\n']",Principiante / Educativo
"Oye, ¿qué gastos tengo que pagar cuando hago un refinanciamiento hipotecario? Necesito saber de qué se trata la tasación, estudio de títulos, escritura y los gastos notariales, etc.","['# Gastos Operacionales Refinanciamiento Hipotecario\n\nCorresponden a los gastos estimados asociados a tu crédito hipotecario. Estos gastos debes provisionarlos una vez que tengas tu crédito aprobado para el pago de los siguientes ítems:Tasación, informe que realiza un tasador (ente externo al Banco) que permite conocer el valor comercial de la propiedad y definir el monto que el Banco podrá financiar. El costo de la tasación va a depender de la localidad y del valor de la propiedad.Estudio de Títulos, informe legal de la propiedad que permite asegurar que no exista ninguna situación de ámbito legal que impida su venta o la posterior inscripción de la hipoteca en el Conservador de Bienes Raíces, por ejemplo que la propiedad no esté sujeta a expropiación o que todas las contribuciones están pagadas, que los cambios de dueños anteriores estén en regla, etc. Con el estudio de títulos aprobado se confecciona la Escritura de compraventa.\n\nConfección de la Escritura, documento que confecciona el área legal del Banco, en él se pactan las condiciones de compraventa de la propiedad y se especifican las condiciones del crédito hipotecario.Gastos notariales: corresponden al pago de impuestos y honorarios, pago se realiza en la Notaría al momento de la firma de la escritura y pueden variar según el valor de la vivienda y la localidad en dónde se encuentre la notaria.Inscripción en el Conservador de Bienes Raíces: Una vez firmada la Escritura por todas las partes involucradas, se ingresa al Conservador de Bienes Raíces, en donde se inscribe la propiedad a nombre del nuevo comprador, acreditando su dominio sobre ella y la hipoteca a favor de BancoEstado. El costo asociado a esta inscripción corresponde a un porcentaje sobre el valor de la vivienda.\n']",Colloquial Chileno Natural
¿Qué requisitos debo cumplir para poder refinanciar mi crédito hipotecario?,"['# Requisitos Refinanciamiento Hipotecario\n\nSer mayor de 18 años.\n\nTener nacionalidad chilena o extranjera con más de un año de permanencia definitiva.\n\nTener buenos antecedentes comerciales y ser sujeto de crédito según la Política Crediticia del Banco.\n\nSi eres trabajadores dependientes debes tener antigüedad laboral de a lo menos 1 año o continuidad laboral de a lo menos 6 meses con el actual empleador.\n\nSi eres trabajador Independiente:\n\nProfesional, debes tener a lo menos 1 año desde la Iniciación de Actividades.\n\nTécnico, Comisionista u otra prestación de servicios, debes tener a lo menos 2 años desde la Iniciación de Actividades.\n\nSi eres Socio de Empresa o persona natural con o sin giro comercial, debes tener a lo menos 2 años de antigüedad.\n\nAcreditar domicilio.\n']",Duda Directa sobre Restricciones
"Oye, ¿se puede pedir meses de gracia al refinanciar la casa y cuántos como máximo?","['# Se puede solicitar período de gracia en un Refinanciamiento Hipotecario\n\nSi, se puede solicitar desde uno a seis meses de gracia para el pago del primer dividendo. El costo financiero que se genera durante este período será incluido en el crédito.\n']",Colloquial Chileno Natural
"Oye, ¿en un refinanciamiento hipotecario puedo pedir meses sabáticos o de no pago? Cuántos me dejan y cómo funciona?","['# Se pueden solicitar meses sabáticos o de no pago en un Refinanciamiento Hipotecario\n\nSi, se puede solicitar un o dos meses de no pago al año, a contar del segundo año y no pueden ser meses consecutivos. Este atributo, debe pactarse en el contrato y solo lo tienen los mutuos tasa fija y variable.\n']",Colloquial Chileno Natural
"Oye, ¿qué seguros tengo que contratar obligatoriamente y cuáles son opcionales si quiero refinanciar mi crédito hipotecario?","['# Seguros Refinanciamiento Hipotecario\n\nSeguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.\n\nSeguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.\n']",Colloquial Chileno Natural
tasas refinanciamiento hipotecario tipos,"['# Tasa de Interés Refinanciamiento Hipotecario\n\nExisten 3 tipos de tasas a los que se puede optar dependiendo del tipo de financiamiento: Fija: Tasa fija durante todo el período del crédito que se pacta en el origen del crédito. Mixta: Tasa fija por los primeros 3 o 5 años y luego tasa fija por el resto del período dependiendo del plazo total solicitado, ambas se pactan en el origen del crédito. Variable: Tasa fija por los primeros 3 o 5 años que se pacta en el origen y luego variable año a año a partir del cuarto o sexto año respectivamente.\n']",Buscador de Palabras Clave
"Oye, ¿puedo hacer prepagos totales o parciales en mi crédito de refinanciamiento hipotecario y qué requisitos tiene?","['# Se pueden hacer prepagos en un Crédito de Refinanciamiento Hipotecario\n\nSi, se pueden hacer prepagos totales o parciales en cualquier momento del año.\n\nEl monto del prepago debe ser como mínimo un 10% del saldo, y tendrá un costo para el cliente del equivalente a 1,5 meses de intereses.\n\nTodo prepago parcial disminuye el valor del dividendo, manteniendo inalterable el plazo residual del crédito.\n']",Colloquial Chileno Natural
